State,Month,Year,Date,Region,Total,City,RegionID,RegionName,RegionType,SizeRank,Median Days To Close,Median Days To Pending,Market Temp Index Values,Median Sale,Median_NH_Values,LT Real Average (10> Yrs),Number of failed banks
PA,dec,2018,2018-12-31,pennsylvania,1630,Erie,394572,"Erie, PA",msa,184,38.0,77.0,30.0,116254.0,121290.6223803131,1.17,0
NC,dec,2018,2018-12-31,north carolina,5512,Fayetteville,394589,"Fayetteville, NC",msa,109,35.0,44.0,50.0,145275.0,116367.95023100606,1.17,0
NC,dec,2018,2018-12-31,north carolina,5512,Greenville,394651,"Greenville, NC",msa,259,36.0,37.0,46.0,144471.0,171181.73712515977,1.17,0
SC,dec,2018,2018-12-31,south carolina,2843,Greenville,394653,"Greenville, SC",msa,61,35.0,33.0,47.0,178845.0,181145.37676237384,1.17,0
TX,dec,2018,2018-12-31,texas,14984,Houston,394692,"Houston, TX",msa,5,31.0,36.0,49.0,220010.0,171121.63700349044,1.17,0
IA,dec,2018,2018-12-31,iowa,417,Iowa City,394707,"Iowa City, IA",msa,252,29.0,76.0,41.0,208293.0,224384.46291467216,1.17,0
MS,dec,2018,2018-12-31,mississippi,496,Jackson,394711,"Jackson, MS",msa,98,35.0,51.0,34.0,177255.0,44442.01595452527,1.17,0
MO,dec,2018,2018-12-31,missouri,654,Joplin,394729,"Joplin, MO",msa,243,33.0,41.0,30.0,111849.0,,1.17,0
TN,dec,2018,2018-12-31,tennessee,2139,Knoxville,394753,"Knoxville, TN",msa,65,33.0,30.0,46.0,176243.0,140576.4163606363,1.17,0
CT,dec,2018,2018-12-31,connecticut,525,Norwich,394924,"Norwich, CT",msa,185,44.0,59.0,46.0,217759.0,189552.66694082023,1.17,0
NE,dec,2018,2018-12-31,nebraska,435,Omaha,394938,"Omaha, NE",msa,59,36.0,36.0,39.0,176660.0,157965.78553998508,1.17,0
NE,dec,2018,2018-12-31,new england,2492,Omaha,394938,"Omaha, NE",msa,59,36.0,36.0,39.0,176660.0,157965.78553998508,1.17,0
CA,dec,2018,2018-12-31,california,10709,Oxnard,394952,"Oxnard, CA",msa,71,32.0,36.0,57.0,592159.0,467918.18532273197,1.17,0
CA,dec,2018,2018-12-31,california,10709,Riverside,395025,"Riverside, CA",msa,13,31.0,37.0,56.0,345818.0,388415.95223404793,1.17,0
UT,dec,2018,2018-12-31,utah,2210,Salt Lake City,395053,"Salt Lake City, UT",msa,48,28.0,25.0,55.0,313570.0,354938.7359680885,1.17,0
CA,dec,2018,2018-12-31,california,10709,Santa Rosa,395068,"Santa Rosa, CA",msa,112,28.0,31.0,48.0,601750.0,506059.0784137044,1.17,0
FL,dec,2018,2018-12-31,florida,11548,Sebastian,395079,"Sebastian, FL",msa,274,34.0,58.0,34.0,217312.0,241388.2115619124,1.17,0
NC,dec,2018,2018-12-31,north carolina,5512,Wilmington,395229,"Wilmington, NC",msa,174,38.0,35.0,49.0,226360.0,236163.31632554263,1.17,0
OR,jan,2019,2019-01-31,oregon,1255,Albany,394307,"Albany, OR",msa,330,33.0,32.0,64.0,242397.0,226650.83483884818,1.02,0
MD,jan,2019,2019-01-31,maryland,1743,Baltimore,394358,"Baltimore, MD",msa,20,36.0,47.0,56.0,256293.0,135400.1078585833,1.02,0
NY,jan,2019,2019-01-31,new york,4036,Buffalo,394425,"Buffalo, NY",msa,50,59.0,38.0,64.0,151295.0,105627.01020640433,1.02,0
OH,jan,2019,2019-01-31,ohio,1095,Canton,394439,"Canton, OH",msa,137,28.0,48.0,42.0,129770.0,73265.92067895067,1.02,0
TN,jan,2019,2019-01-31,tennessee,2733,Chattanooga,394460,"Chattanooga, TN",msa,102,33.0,34.0,48.0,172354.0,157677.70976193447,1.02,0
IA,jan,2019,2019-01-31,iowa,425,Des Moines,394531,"Des Moines, IA",msa,84,36.0,41.0,50.0,183074.0,140376.6616729236,1.02,0
MI,jan,2019,2019-01-31,michigan,1187,Detroit,394532,"Detroit, MI",msa,14,34.0,36.0,48.0,159615.0,40689.21239223053,1.02,0
WI,jan,2019,2019-01-31,wisconsin,726,Green Bay,394646,"Green Bay, WI",msa,157,11.0,72.0,49.0,167583.0,137869.94973871956,1.02,0
KS,jan,2019,2019-01-31,kansas,428,Lawrence,394778,"Lawrence, KS",msa,349,34.0,39.0,54.0,212311.0,182182.32595541226,1.02,0
WA,jan,2019,2019-01-31,washington,2875,Mount Vernon,394890,"Mount Vernon, WA",msa,327,32.0,38.0,37.0,335229.0,297410.43459399394,1.02,0
CA,jan,2019,2019-01-31,california,9373,Oxnard,394952,"Oxnard, CA",msa,71,32.0,39.0,59.0,586816.0,468493.61537062796,1.02,0
UT,jan,2019,2019-01-31,utah,1594,Provo,395006,"Provo, UT",msa,92,28.0,30.0,60.0,307132.0,290286.60348205944,1.02,0
CA,jan,2019,2019-01-31,california,9373,San Francisco,395057,"San Francisco, CA",msa,12,27.0,25.0,86.0,848065.0,1371031.209346183,1.02,0
MO,jan,2019,2019-01-31,missouri,1098,Springfield,395116,"Springfield, MO",msa,118,34.0,41.0,46.0,145514.0,112871.97291978831,1.02,0
CT,jan,2019,2019-01-31,connecticut,278,Torrington,395162,"Torrington, CT",msa,236,47.0,84.0,38.0,204929.0,153882.5124676029,1.02,0
CA,jan,2019,2019-01-31,california,9373,Vallejo,395183,"Vallejo, CA",msa,123,30.0,37.0,59.0,416997.0,406253.62035296264,1.02,0
MI,feb,2019,2019-02-28,michigan,1611,Ann Arbor,394332,"Ann Arbor, MI",msa,148,33.0,27.0,64.0,259236.0,372240.6593587043,1.06,0
GA,feb,2019,2019-02-28,georgia,4422,Atlanta,394347,"Atlanta, GA",msa,9,29.0,25.0,56.0,214623.0,254986.77226665002,1.06,0
TX,feb,2019,2019-02-28,texas,14511,Austin,394355,"Austin, TX",msa,29,30.0,30.0,63.0,306022.0,376650.94656895526,1.06,0
MT,feb,2019,2019-02-28,montana,134,Bozeman,394407,"Bozeman, MT",msa,356,41.0,50.0,55.0,371516.0,520768.4716508609,1.06,0
CO,feb,2019,2019-02-28,colorado,2676,Denver,394530,"Denver, CO",msa,19,31.0,18.0,67.0,392579.0,443684.6407102507,1.06,0
OR,feb,2019,2019-02-28,oregon,1544,Eugene,394576,"Eugene, OR",msa,146,35.0,26.0,68.0,288003.0,335336.2277217905,1.06,0
MO,feb,2019,2019-02-28,missouri,838,Kansas City,394735,"Kansas City, MO",msa,31,34.0,25.0,59.0,198448.0,146601.96395918034,1.06,0
KY,feb,2019,2019-02-28,kentucky,770,Lexington,394792,"Lexington, KY",msa,110,34.0,40.0,62.0,175047.0,153864.57968695648,1.06,0
VA,feb,2019,2019-02-28,virginia,2610,Roanoke,395028,"Roanoke, VA",msa,164,33.0,51.0,52.0,171834.0,101323.35765269112,1.06,0
NM,feb,2019,2019-02-28,new mexico,444,Santa Fe,395066,"Santa Fe, NM",msa,284,39.0,50.0,50.0,383227.0,326612.3474109919,1.06,0
CA,feb,2019,2019-02-28,california,6228,Santa Rosa,395068,"Santa Rosa, CA",msa,112,28.0,36.0,59.0,604959.0,501707.68914645596,1.06,0
NY,feb,2019,2019-02-28,new york,2924,Syracuse,395143,"Syracuse, NY",msa,91,42.0,70.0,55.0,138863.0,95814.63008872722,1.06,0
OH,feb,2019,2019-02-28,ohio,1506,Youngstown,395245,"Youngstown, OH",msa,106,18.0,73.0,33.0,96831.0,25993.892493840027,1.06,0
TX,apr,2019,2019-04-30,texas,15895,Abilene,394299,"Abilene, TX",msa,251,23.0,34.0,48.0,159809.0,128265.16748572204,0.90,0
OR,apr,2019,2019-04-30,oregon,1820,Albany,394307,"Albany, OR",msa,330,33.0,20.0,68.0,256255.0,231620.61976980115,0.90,0
GA,apr,2019,2019-04-30,georgia,4440,Atlanta,394347,"Atlanta, GA",msa,9,29.0,15.0,55.0,218774.0,255427.11188006337,0.90,0
TX,apr,2019,2019-04-30,texas,15895,Austin,394355,"Austin, TX",msa,29,30.0,12.0,66.0,310517.0,378680.4536815357,0.90,0
MD,apr,2019,2019-04-30,maryland,1805,Baltimore,394358,"Baltimore, MD",msa,20,34.0,21.0,58.0,261969.0,139906.1330601093,0.90,0
OH,apr,2019,2019-04-30,ohio,2133,Columbus,394492,"Columbus, OH",msa,32,33.0,7.0,65.0,182820.0,176326.82156220317,0.90,0
OH,apr,2019,2019-04-30,ohio,2133,Dayton,845158,"Dayton, OH",msa,74,31.0,18.0,58.0,127080.0,57266.61755379755,0.90,0
IA,apr,2019,2019-04-30,iowa,1000,Des Moines,394531,"Des Moines, IA",msa,84,36.0,29.0,57.0,180521.0,143379.06869519895,0.90,0
MI,apr,2019,2019-04-30,michigan,2035,Detroit,394532,"Detroit, MI",msa,14,32.0,17.0,56.0,165913.0,42279.0554373323,0.90,0
SC,apr,2019,2019-04-30,south carolina,3114,Greenville,394653,"Greenville, SC",msa,61,34.0,17.0,53.0,187513.0,189177.171240901,0.90,0
CT,apr,2019,2019-04-30,connecticut,721,Hartford,394669,"Hartford, CT",msa,49,43.0,23.0,57.0,217177.0,116083.2180574118,0.90,0
IN,apr,2019,2019-04-30,indiana,2130,Indianapolis,394705,"Indianapolis, IN",msa,34,33.0,13.0,57.0,171761.0,151370.84541591146,0.90,0
FL,apr,2019,2019-04-30,florida,14518,Lakeland,394766,"Lakeland, FL",msa,82,33.0,26.0,53.0,178967.0,137711.3249249992,0.90,0
FL,apr,2019,2019-04-30,florida,14518,Pensacola,394971,"Pensacola, FL",msa,111,34.0,18.0,54.0,184554.0,136728.24402893067,0.90,0
PA,apr,2019,2019-04-30,pennsylvania,1936,Reading,395015,"Reading, PA",msa,128,38.0,17.0,56.0,158298.0,201945.60759781481,0.90,0
VA,apr,2019,2019-04-30,virginia,3186,Virginia Beach,395194,"Virginia Beach, VA",msa,38,24.0,47.0,55.0,231152.0,345682.7531742008,0.90,0
WA,apr,2019,2019-04-30,washington,5077,Yakima,395240,"Yakima, WA",msa,193,33.0,12.0,72.0,214229.0,285968.64786520135,0.90,0
GA,may,2019,2019-05-31,georgia,4346,Athens,394346,"Athens, GA",msa,217,30.0,27.0,49.0,190388.0,236102.72176154572,0.71,0
OH,may,2019,2019-05-31,ohio,1759,Canton,394439,"Canton, OH",msa,137,27.0,27.0,46.0,126808.0,75979.39176439798,0.71,0
TX,may,2019,2019-05-31,texas,19081,Corpus Christi,394502,"Corpus Christi, TX",msa,129,25.0,45.0,41.0,184521.0,179757.18794810984,0.71,1
CO,may,2019,2019-05-31,colorado,3653,Denver,394530,"Denver, CO",msa,19,30.0,7.0,61.0,399269.0,446013.91701723286,0.71,0
PA,may,2019,2019-05-31,pennsylvania,1872,Harrisburg,394666,"Harrisburg, PA",msa,99,40.0,12.0,52.0,168605.0,136014.79010841195,0.71,0
TN,may,2019,2019-05-31,tennessee,4487,Knoxville,394753,"Knoxville, TN",msa,65,33.0,13.0,51.0,179857.0,142018.42724385433,0.71,0
TX,may,2019,2019-05-31,texas,19081,McAllen,394843,"McAllen, TX",msa,67,21.0,87.0,36.0,147319.0,141568.36497400334,0.71,1
TN,may,2019,2019-05-31,tennessee,4487,Nashville,394902,"Nashville, TN",msa,37,34.0,18.0,57.0,266448.0,262495.7005527457,0.71,0
UT,may,2019,2019-05-31,utah,2799,Ogden,394931,"Ogden, UT",msa,87,28.0,11.0,66.0,279307.0,207497.77912440838,0.71,0
PA,may,2019,2019-05-31,pennsylvania,1872,Philadelphia,394974,"Philadelphia, PA",msa,7,39.0,16.0,52.0,221709.0,202823.7877291364,0.71,0
UT,may,2019,2019-05-31,utah,2799,Salt Lake City,395053,"Salt Lake City, UT",msa,48,28.0,9.0,67.0,323882.0,366088.6710982141,0.71,0
CA,may,2019,2019-05-31,california,9883,San Diego,395056,"San Diego, CA",msa,17,30.0,21.0,57.0,565370.0,553217.1459726962,0.71,0
PA,may,2019,2019-05-31,pennsylvania,1872,Scranton,395075,"Scranton, PA",msa,101,38.0,49.0,25.0,118927.0,80211.88929926358,0.71,0
CA,may,2019,2019-05-31,california,9883,Stockton,395134,"Stockton, CA",msa,77,30.0,15.0,61.0,358612.0,271940.6742945989,0.71,0
MI,jul,2019,2019-07-31,michigan,1890,Ann Arbor,394332,"Ann Arbor, MI",msa,148,33.0,15.0,50.0,263397.0,381843.2175283158,0.67,0
AZ,jul,2019,2019-07-31,arizona,3918,Flagstaff,394595,"Flagstaff, AZ",msa,302,35.0,20.0,48.0,365718.0,395970.3810069569,0.67,0
MI,jul,2019,2019-07-31,michigan,1890,Jackson,394710,"Jackson, MI",msa,272,36.0,13.0,54.0,131816.0,111115.37587590085,0.67,0
TN,jul,2019,2019-07-31,tennessee,3696,Johnson City,394726,"Johnson City, TN",msa,224,37.0,16.0,46.0,144598.0,116441.78946245323,0.67,0
TX,jul,2019,2019-07-31,texas,17515,Killeen,394746,"Killeen, TX",msa,120,35.0,13.0,60.0,160100.0,128658.42275401531,0.67,0
NY,jul,2019,2019-07-31,new york,3694,Kingston,394748,"Kingston, NY",msa,241,37.0,56.0,45.0,230453.0,172894.8614675581,0.67,0
MI,jul,2019,2019-07-31,michigan,1890,Lansing,394770,"Lansing, MI",msa,107,25.0,28.0,55.0,141197.0,89040.50420590783,0.67,0
WI,jul,2019,2019-07-31,wisconsin,1547,Madison,394816,"Madison, WI",msa,88,33.0,27.0,54.0,260023.0,269650.2736579364,0.67,0
FL,jul,2019,2019-07-31,florida,13109,Miami,394856,"Miami, FL",msa,8,36.0,43.0,41.0,268594.0,327262.78803396,0.67,0
FL,jul,2019,2019-07-31,florida,13109,Naples,394901,"Naples, FL",msa,147,39.0,86.0,35.0,311727.0,436731.340358356,0.67,0
WA,jul,2019,2019-07-31,washington,4428,Port Angeles,394994,"Port Angeles, WA",msa,463,37.0,15.0,51.0,289385.0,247337.61830201617,0.67,0
SD,jul,2019,2019-07-31,south dakota,414,Rapid City,395013,"Rapid City, SD",msa,313,41.0,20.0,54.0,222852.0,232301.15584444616,0.67,0
OR,jul,2019,2019-07-31,oregon,1749,Salem,395048,"Salem, OR",msa,126,30.0,23.0,62.0,284628.0,277792.785042401,0.67,0
UT,jul,2019,2019-07-31,utah,2207,Salt Lake City,395053,"Salt Lake City, UT",msa,48,28.0,12.0,60.0,333747.0,367513.35729628615,0.67,0
TX,jul,2019,2019-07-31,texas,17515,San Antonio,395055,"San Antonio, TX",msa,24,22.0,33.0,53.0,218924.0,195144.8852763263,0.67,0
PA,jul,2019,2019-07-31,pennsylvania,2146,Scranton,395075,"Scranton, PA",msa,101,39.0,46.0,24.0,123170.0,80306.84161608905,0.67,0
FL,jul,2019,2019-07-31,florida,13109,Tallahassee,395146,"Tallahassee, FL",msa,145,36.0,21.0,51.0,178686.0,188952.69412479666,0.67,0
TX,jul,2019,2019-07-31,texas,17515,Waco,395197,"Waco, TX",msa,178,32.0,16.0,47.0,181289.0,110771.77913991307,0.67,0
NC,jul,2019,2019-07-31,north carolina,5746,Wilmington,395229,"Wilmington, NC",msa,174,35.0,17.0,52.0,238181.0,245079.9176674551,0.67,0
CA,sep,2019,2019-09-30,california,9920,Bakersfield,394357,"Bakersfield, CA",msa,63,36.0,31.0,57.0,231280.0,277470.7198227381,0.49,0
WA,sep,2019,2019-09-30,washington,4121,Bellingham,394378,"Bellingham, WA",msa,205,32.0,14.0,58.0,363796.0,432027.9144208966,0.49,0
AL,sep,2019,2019-09-30,alabama,1423,Birmingham,394388,"Birmingham, AL",msa,51,31.0,17.0,50.0,176667.0,40193.31880736384,0.49,0
CO,sep,2019,2019-09-30,colorado,3299,Breckenridge,753871,"Breckenridge, CO",msa,811,36.0,35.0,35.0,619453.0,885934.1016104206,0.49,0
NY,sep,2019,2019-09-30,new york,2873,Buffalo,394425,"Buffalo, NY",msa,50,60.0,19.0,64.0,158560.0,112937.81369173074,0.49,0
OH,sep,2019,2019-09-30,ohio,2339,Cleveland,394475,"Cleveland, OH",msa,35,24.0,37.0,41.0,136156.0,59530.51660895373,0.49,0
NY,sep,2019,2019-09-30,new york,2873,Corning,394501,"Corning, NY",msa,413,58.0,38.0,28.0,108450.0,104555.8596575081,0.49,0
VA,sep,2019,2019-09-30,virginia,2403,Harrisonburg,394668,"Harrisonburg, VA",msa,317,41.0,18.0,52.0,203116.0,219434.4789596104,0.49,0
MS,sep,2019,2019-09-30,mississippi,593,Jackson,394711,"Jackson, MS",msa,98,35.0,29.0,39.0,174820.0,46862.717278353724,0.49,0
FL,sep,2019,2019-09-30,florida,15067,Jacksonville,394714,"Jacksonville, FL",msa,40,32.0,28.0,48.0,219341.0,179290.81999597672,0.49,0
NY,sep,2019,2019-09-30,new york,2873,Kingston,394748,"Kingston, NY",msa,241,39.0,67.0,46.0,235754.0,174517.28348144997,0.49,0
PA,sep,2019,2019-09-30,pennsylvania,1741,Lancaster,394768,"Lancaster, PA",msa,104,42.0,11.0,59.0,207234.0,157430.8856796502,0.49,0
NM,sep,2019,2019-09-30,new mexico,362,Las Cruces,394773,"Las Cruces, NM",msa,214,37.0,24.0,51.0,183961.0,236987.20815090038,0.49,0
KS,sep,2019,2019-09-30,kansas,699,Lawrence,394778,"Lawrence, KS",msa,349,34.0,23.0,45.0,216278.0,191293.71277482572,0.49,0
KY,sep,2019,2019-09-30,kentucky,1158,Lexington,394792,"Lexington, KY",msa,110,35.0,17.0,51.0,182753.0,159884.68855567233,0.49,0
OR,sep,2019,2019-09-30,oregon,2013,Newport,753905,"Newport, OR",msa,604,38.0,55.0,41.0,307008.0,341943.2137603715,0.49,0
CA,sep,2019,2019-09-30,california,9920,Oxnard,394952,"Oxnard, CA",msa,71,33.0,24.0,60.0,596216.0,472681.3765191317,0.49,0
PA,sep,2019,2019-09-30,pennsylvania,1741,Philadelphia,394974,"Philadelphia, PA",msa,7,41.0,23.0,53.0,224536.0,205560.05911904236,0.49,0
PA,sep,2019,2019-09-30,pennsylvania,1741,Pittsburgh,394982,"Pittsburgh, PA",msa,27,41.0,20.0,41.0,160483.0,142677.16032272013,0.49,0
OR,sep,2019,2019-09-30,oregon,2013,Portland,394998,"Portland, OR",msa,25,32.0,18.0,57.0,386629.0,461058.00567217264,0.49,0
MI,sep,2019,2019-09-30,michigan,2202,Saginaw,395047,"Saginaw, MI",msa,233,34.0,23.0,41.0,99975.0,31376.612092269585,0.49,0
TX,sep,2019,2019-09-30,texas,16452,San Antonio,395055,"San Antonio, TX",msa,24,20.0,39.0,52.0,219536.0,196385.7665499668,0.49,0
PA,sep,2019,2019-09-30,pennsylvania,1741,Scranton,395075,"Scranton, PA",msa,101,41.0,58.0,25.0,115874.0,80418.40048591765,0.49,0
FL,sep,2019,2019-09-30,florida,15067,Tampa,395148,"Tampa, FL",msa,18,35.0,22.0,51.0,215421.0,249598.55461465498,0.49,0
OH,sep,2019,2019-09-30,ohio,2339,Toledo,395160,"Toledo, OH",msa,93,35.0,17.0,37.0,116237.0,69504.98764228521,0.49,0
PA,oct,2019,2019-10-31,pennsylvania,1903,Allentown,394318,"Allentown, PA",msa,70,42.0,55.0,48.0,188035.0,135384.64722644712,0.51,0
TX,oct,2019,2019-10-31,texas,19861,Austin,394355,"Austin, TX",msa,29,30.0,20.0,58.0,325874.0,387618.43514560774,0.51,0
OR,oct,2019,2019-10-31,oregon,2405,Bend,394380,"Bend, OR",msa,232,36.0,39.0,51.0,414629.0,444860.5449978425,0.51,0
VA,oct,2019,2019-10-31,virginia,1933,Blacksburg,394392,"Blacksburg, VA",msa,265,36.0,24.0,47.0,183547.0,299090.8527819955,0.51,0
MA,oct,2019,2019-10-31,massachusetts,1195,Boston,394404,"Boston, MA",msa,10,44.0,15.0,55.0,444624.0,650298.9091156143,0.51,0
SC,oct,2019,2019-10-31,south carolina,3044,Columbia,394486,"Columbia, SC",msa,72,37.0,49.0,41.0,160529.0,131873.13356247873,0.51,0
GA,oct,2019,2019-10-31,georgia,5876,Columbus,394488,"Columbus, GA",msa,158,31.0,46.0,36.0,152645.0,183237.57449061246,0.51,0
WI,oct,2019,2019-10-31,wisconsin,1763,Green Bay,394646,"Green Bay, WI",msa,157,9.0,50.0,36.0,181697.0,143374.42163263186,0.51,0
MI,oct,2019,2019-10-31,michigan,2298,Jackson,394710,"Jackson, MI",msa,272,35.0,21.0,43.0,137794.0,111594.06861965923,0.51,0
MS,oct,2019,2019-10-31,mississippi,668,Jackson,394711,"Jackson, MS",msa,98,34.0,31.0,39.0,178621.0,46020.11706041571,0.51,0
NY,oct,2019,2019-10-31,new york,3976,Kingston,394748,"Kingston, NY",msa,241,39.0,78.0,41.0,229076.0,176586.93197181786,0.51,0
AR,oct,2019,2019-10-31,arkansas,951,Little Rock,394798,"Little Rock, AR",msa,81,35.0,48.0,42.0,155796.0,133923.14142358897,0.51,0
TN,oct,2019,2019-10-31,tennessee,4778,Nashville,394902,"Nashville, TN",msa,37,28.0,31.0,46.0,273864.0,264587.7790414425,0.51,0
OR,oct,2019,2019-10-31,oregon,2405,Newport,753905,"Newport, OR",msa,604,40.0,56.0,40.0,315395.0,343730.00300858123,0.51,0
NY,oct,2019,2019-10-31,new york,3976,Olean,394936,"Olean, NY",msa,459,58.0,56.0,12.0,86554.0,92576.29841234327,0.51,0
NE,oct,2019,2019-10-31,nebraska,610,Omaha,394938,"Omaha, NE",msa,59,35.0,25.0,43.0,182529.0,165017.7153444246,0.51,0
NE,oct,2019,2019-10-31,new england,3269,Omaha,394938,"Omaha, NE",msa,59,35.0,25.0,43.0,182529.0,165017.7153444246,0.51,0
PA,oct,2019,2019-10-31,pennsylvania,1903,Philadelphia,394974,"Philadelphia, PA",msa,7,40.0,23.0,52.0,225753.0,206401.3765487537,0.51,0
CA,oct,2019,2019-10-31,california,10176,San Diego,395056,"San Diego, CA",msa,17,30.0,25.0,56.0,572166.0,555569.3106893935,0.51,0
MO,oct,2019,2019-10-31,missouri,1808,Springfield,395116,"Springfield, MO",msa,118,35.0,18.0,50.0,155960.0,118093.25043436985,0.51,0
AZ,oct,2019,2019-10-31,arizona,4032,Tucson,395167,"Tucson, AZ",msa,54,35.0,14.0,59.0,214301.0,193310.8388259371,0.51,0
WA,dec,2019,2019-12-31,washington,4441,Bellingham,394378,"Bellingham, WA",msa,205,33.0,25.0,57.0,379006.0,439637.3320741506,0.53,0
OR,dec,2019,2019-12-31,oregon,1821,Bend,394380,"Bend, OR",msa,232,36.0,51.0,55.0,405494.0,451058.62884322734,0.53,0
MA,dec,2019,2019-12-31,massachusetts,1410,Boston,394404,"Boston, MA",msa,10,43.0,25.0,65.0,449077.0,651926.9603173566,0.53,0
CO,dec,2019,2019-12-31,colorado,4037,Breckenridge,753871,"Breckenridge, CO",msa,811,41.0,60.0,42.0,596658.0,896582.3236964397,0.53,0
CT,dec,2019,2019-12-31,connecticut,444,Bridgeport,394415,"Bridgeport, CT",msa,60,48.0,63.0,48.0,389669.0,157840.210016518,0.53,0
SC,dec,2019,2019-12-31,south carolina,2509,Charleston,394457,"Charleston, SC",msa,75,36.0,34.0,52.0,260852.0,363036.1592394281,0.53,0
IL,dec,2019,2019-12-31,illinois,2025,Danville,394516,"Danville, IL",msa,472,35.0,76.0,0.0,69414.0,54042.92343445624,0.53,0
MN,dec,2019,2019-12-31,minnesota,2979,Duluth,394543,"Duluth, MN",msa,171,37.0,50.0,42.0,152577.0,174843.6584659271,0.53,0
MI,dec,2019,2019-12-31,michigan,1105,Flint,394596,"Flint, MI",msa,135,34.0,34.0,45.0,137373.0,19910.16065269138,0.53,0
WI,dec,2019,2019-12-31,wisconsin,870,Madison,394816,"Madison, WI",msa,88,24.0,53.0,52.0,263613.0,272920.12337614544,0.53,0
TN,dec,2019,2019-12-31,tennessee,3190,Nashville,394902,"Nashville, TN",msa,37,28.0,44.0,53.0,277749.0,267047.4415696277,0.53,0
OR,dec,2019,2019-12-31,oregon,1821,Newport,753905,"Newport, OR",msa,604,40.0,70.0,36.0,313469.0,347002.410670206,0.53,0
FL,dec,2019,2019-12-31,florida,12079,Orlando,394943,"Orlando, FL",msa,22,29.0,29.0,54.0,245468.0,239844.0939187423,0.53,0
AZ,dec,2019,2019-12-31,arizona,3779,Phoenix,394976,"Phoenix, AZ",msa,11,28.0,24.0,65.0,280547.0,267449.8479124921,0.53,0
OR,dec,2019,2019-12-31,oregon,1821,Portland,394998,"Portland, OR",msa,25,33.0,29.0,69.0,393978.0,467834.66171196726,0.53,0
SD,dec,2019,2019-12-31,south dakota,304,Rapid City,395013,"Rapid City, SD",msa,313,41.0,32.0,51.0,237146.0,239427.7700031913,0.53,0
TX,dec,2019,2019-12-31,texas,14714,San Antonio,395055,"San Antonio, TX",msa,24,22.0,49.0,53.0,221323.0,199501.43099947894,0.53,0
CA,dec,2019,2019-12-31,california,11523,Visalia,395195,"Visalia, CA",msa,119,35.0,21.0,56.0,232814.0,273370.2031686849,0.53,0
PA,jan,2020,2020-01-31,pennsylvania,2208,Allentown,394318,"Allentown, PA",msa,70,44.0,63.0,53.0,185945.0,140349.61092890037,0.22,0
OH,jan,2020,2020-01-31,ohio,2624,Cleveland,394475,"Cleveland, OH",msa,35,24.0,48.0,53.0,135282.0,59378.783563960686,0.22,0
IA,jan,2020,2020-01-31,iowa,511,Dubuque,394542,"Dubuque, IA",msa,396,40.0,49.0,27.0,172939.0,121831.48891493071,0.22,0
MN,jan,2020,2020-01-31,minnesota,1577,Duluth,394543,"Duluth, MN",msa,171,37.0,59.0,55.0,148736.0,176283.45123808226,0.22,0
NC,jan,2020,2020-01-31,north carolina,5553,Durham,394549,"Durham, NC",msa,95,38.0,22.0,65.0,254732.0,289584.538871932,0.22,0
AZ,jan,2020,2020-01-31,arizona,5080,Flagstaff,394595,"Flagstaff, AZ",msa,302,36.0,55.0,54.0,364541.0,404882.47384928935,0.22,0
CO,jan,2020,2020-01-31,colorado,3242,Fort Collins,394602,"Fort Collins, CO",msa,152,34.0,28.0,68.0,372065.0,428477.92304179014,0.22,0
MI,jan,2020,2020-01-31,michigan,1366,Grand Rapids,394640,"Grand Rapids, MI",msa,53,34.0,28.0,64.0,196465.0,180278.18611867528,0.22,0
NY,jan,2020,2020-01-31,new york,4991,Hudson,394693,"Hudson, NY",msa,528,48.0,110.0,25.0,256921.0,173100.59846009663,0.22,0
IA,jan,2020,2020-01-31,iowa,511,Iowa City,394707,"Iowa City, IA",msa,252,24.0,80.0,46.0,228643.0,232160.27752838898,0.22,0
NV,jan,2020,2020-01-31,nevada,1610,Las Vegas,394775,"Las Vegas, NV",msa,30,32.0,41.0,60.0,281744.0,284665.3695149475,0.22,0
NH,jan,2020,2020-01-31,new hampshire,231,Manchester,394820,"Manchester, NH",msa,131,38.0,17.0,79.0,281275.0,248162.145672841,0.22,0
TX,jan,2020,2020-01-31,texas,17885,McAllen,394843,"McAllen, TX",msa,67,13.0,83.0,42.0,151962.0,146049.4265556026,0.22,0
NY,jan,2020,2020-01-31,new york,4991,New York,394913,"New York, NY",msa,1,54.0,74.0,64.0,412572.0,653467.1535572368,0.22,0
CT,jan,2020,2020-01-31,connecticut,278,Norwich,394924,"Norwich, CT",msa,185,45.0,63.0,50.0,231074.0,193051.67928427306,0.22,0
OK,jan,2020,2020-01-31,oklahoma,846,Oklahoma City,394935,"Oklahoma City, OK",msa,42,32.0,30.0,57.0,165763.0,124507.96938051286,0.22,0
MA,jan,2020,2020-01-31,massachusetts,1806,Pittsfield,394983,"Pittsfield, MA",msa,326,41.0,87.0,34.0,226976.0,114868.6316170586,0.22,0
WA,jan,2020,2020-01-31,washington,3615,Port Angeles,394994,"Port Angeles, WA",msa,463,40.0,46.0,52.0,300394.0,259020.9736248786,0.22,0
UT,jan,2020,2020-01-31,utah,2088,Provo,395006,"Provo, UT",msa,92,29.0,29.0,71.0,328873.0,311963.9888483795,0.22,0
