State,Month,Year,Date,Region,Total,City,RegionID,RegionName,RegionType,SizeRank,Median Days To Close,Median Days To Pending,Market Temp Index Values,Median Sale,Median_NH_Values,LT Real Average (10> Yrs),Number of failed banks
MN,sep,2019,2019-09-30,minnesota,1880,Minneapolis,394865,"Minneapolis, MN",msa,16,29.0,24.0,57.0,265173.0,271200.8830242372,0.49,0
WA,sep,2019,2019-09-30,washington,4121,Mount Vernon,394890,"Mount Vernon, WA",msa,327,35.0,18.0,47.0,346426.0,310893.9053952014,0.49,0
LA,sep,2019,2019-09-30,louisiana,1436,New Orleans,394910,"New Orleans, LA",msa,47,35.0,31.0,46.0,196498.0,261121.61798048645,0.49,0
CT,sep,2019,2019-09-30,connecticut,478,Norwich,394924,"Norwich, CT",msa,185,46.0,38.0,48.0,219350.0,192318.9773852342,0.49,0
FL,sep,2019,2019-09-30,florida,15067,Pensacola,394971,"Pensacola, FL",msa,111,37.0,25.0,50.0,199567.0,141454.605580713,0.49,0
ME,sep,2019,2019-09-30,maine,360,Portland,394997,"Portland, ME",msa,105,38.0,20.0,50.0,290315.0,342381.808886325,0.49,0
VA,sep,2019,2019-09-30,virginia,2403,Roanoke,395028,"Roanoke, VA",msa,164,37.0,25.0,50.0,177861.0,106132.76906642067,0.49,0
OR,sep,2019,2019-09-30,oregon,2013,Salem,395048,"Salem, OR",msa,126,32.0,26.0,61.0,286044.0,278971.42106110614,0.49,0
WA,sep,2019,2019-09-30,washington,4121,Spokane,395113,"Spokane, WA",msa,100,27.0,20.0,62.0,251477.0,278361.29403586645,0.49,0
GA,oct,2019,2019-10-31,georgia,5876,Athens,394346,"Athens, GA",msa,217,28.0,33.0,49.0,195087.0,244506.38768658167,0.51,0
MT,oct,2019,2019-10-31,montana,268,Bozeman,394407,"Bozeman, MT",msa,356,40.0,33.0,44.0,402061.0,539472.3712432457,0.51,0
TN,oct,2019,2019-10-31,tennessee,4778,Clarksville,394471,"Clarksville, TN",msa,163,31.0,31.0,50.0,167176.0,147482.4569206636,0.51,0
OH,oct,2019,2019-10-31,ohio,1870,Dayton,845158,"Dayton, OH",msa,74,35.0,12.0,47.0,130000.0,55293.63817835836,0.51,1
CA,oct,2019,2019-10-31,california,10176,Fresno,394619,"Fresno, CA",msa,57,35.0,20.0,55.0,265761.0,240700.3536772813,0.51,0
FL,oct,2019,2019-10-31,florida,15381,Gainesville,394622,"Gainesville, FL",msa,155,35.0,28.0,50.0,188059.0,194942.91617096952,0.51,0
PA,oct,2019,2019-10-31,pennsylvania,1903,Harrisburg,394666,"Harrisburg, PA",msa,99,39.0,15.0,52.0,174355.0,135937.2957819165,0.51,0
PA,oct,2019,2019-10-31,pennsylvania,1903,Lancaster,394768,"Lancaster, PA",msa,104,41.0,13.0,57.0,208712.0,157351.879773715,0.51,0
SC,oct,2019,2019-10-31,south carolina,3044,Myrtle Beach,394898,"Myrtle Beach, SC",msa,117,37.0,40.0,43.0,182180.0,224364.68471089783,0.51,0
FL,oct,2019,2019-10-31,florida,15381,Naples,394901,"Naples, FL",msa,147,38.0,73.0,36.0,316635.0,440983.7120555543,0.51,0
MA,oct,2019,2019-10-31,massachusetts,1195,Pittsfield,394983,"Pittsfield, MA",msa,326,43.0,54.0,28.0,225807.0,114040.35601012537,0.51,0
CT,oct,2019,2019-10-31,connecticut,1136,Torrington,395162,"Torrington, CT",msa,236,49.0,42.0,35.0,213436.0,157350.4977936162,0.51,0
CA,oct,2019,2019-10-31,california,10176,Vallejo,395183,"Vallejo, CA",msa,123,31.0,22.0,62.0,436586.0,411229.9521854232,0.51,0
CA,oct,2019,2019-10-31,california,10176,Yuba City,395246,"Yuba City, CA",msa,247,33.0,17.0,57.0,298791.0,305707.2277106645,0.51,0
IA,dec,2019,2019-12-31,iowa,506,Ames,394325,"Ames, IA",msa,336,37.0,68.0,37.0,183108.0,208351.1865845687,0.53,0
MI,dec,2019,2019-12-31,michigan,1105,Battle Creek,394368,"Battle Creek, MI",msa,318,37.0,35.0,47.0,123050.0,60788.38221607982,0.53,0
VA,dec,2019,2019-12-31,virginia,2468,Blacksburg,394392,"Blacksburg, VA",msa,265,35.0,31.0,46.0,182568.0,302838.0946483833,0.53,0
CO,dec,2019,2019-12-31,colorado,4037,Boulder,394405,"Boulder, CO",msa,156,33.0,37.0,56.0,515374.0,849940.103456563,0.53,0
CO,dec,2019,2019-12-31,colorado,4037,Colorado Springs,394484,"Colorado Springs, CO",msa,80,31.0,18.0,71.0,311968.0,333794.1516753195,0.53,0
TX,dec,2019,2019-12-31,texas,14714,Corpus Christi,394502,"Corpus Christi, TX",msa,129,27.0,57.0,41.0,196853.0,187228.74307435314,0.53,0
NC,dec,2019,2019-12-31,north carolina,5044,Durham,394549,"Durham, NC",msa,95,36.0,21.0,58.0,256611.0,287809.1087586988,0.53,0
VA,dec,2019,2019-12-31,virginia,2468,Harrisonburg,394668,"Harrisonburg, VA",msa,317,39.0,27.0,54.0,223250.0,223385.64794877433,0.53,0
CT,dec,2019,2019-12-31,connecticut,444,Hartford,394669,"Hartford, CT",msa,49,44.0,44.0,55.0,225188.0,116056.49719734443,0.53,0
IN,dec,2019,2019-12-31,indiana,1475,Indianapolis,394705,"Indianapolis, IN",msa,34,33.0,20.0,48.0,177202.0,157903.5151468857,0.53,0
MI,dec,2019,2019-12-31,michigan,1105,Jackson,394710,"Jackson, MI",msa,272,36.0,36.0,43.0,138998.0,112630.36633429163,0.53,0
MO,dec,2019,2019-12-31,missouri,1311,Joplin,394729,"Joplin, MO",msa,243,36.0,39.0,34.0,134187.0,,0.53,0
FL,dec,2019,2019-12-31,florida,12079,Lakeland,394766,"Lakeland, FL",msa,82,30.0,30.0,53.0,188116.0,143647.80119031412,0.53,0
PA,dec,2019,2019-12-31,pennsylvania,2214,Lancaster,394768,"Lancaster, PA",msa,104,40.0,17.0,60.0,214397.0,158663.64521241013,0.53,0
NV,dec,2019,2019-12-31,nevada,1276,Las Vegas,394775,"Las Vegas, NV",msa,30,32.0,38.0,56.0,280268.0,283564.6562635276,0.53,0
PA,dec,2019,2019-12-31,pennsylvania,2214,Lebanon,394783,"Lebanon, PA",msa,306,40.0,30.0,55.0,170435.0,166836.19831322882,0.53,0
WA,dec,2019,2019-12-31,washington,4441,Longview,394804,"Longview, WA",msa,368,36.0,20.0,62.0,271253.0,260227.42971624623,0.53,0
TN,dec,2019,2019-12-31,tennessee,3190,Memphis,394849,"Memphis, TN",msa,44,32.0,20.0,63.0,162181.0,96033.82546728442,0.53,0
FL,dec,2019,2019-12-31,florida,12079,Naples,394901,"Naples, FL",msa,147,35.0,63.0,36.0,321198.0,448151.1747074972,0.53,0
NY,dec,2019,2019-12-31,new york,4560,Olean,394936,"Olean, NY",msa,459,59.0,81.0,6.0,82051.0,93818.3299060228,0.53,0
NE,dec,2019,2019-12-31,nebraska,410,Omaha,394938,"Omaha, NE",msa,59,32.0,40.0,48.0,184012.0,167624.91052734628,0.53,0
PA,dec,2019,2019-12-31,pennsylvania,2214,Philadelphia,394974,"Philadelphia, PA",msa,7,40.0,32.0,55.0,231574.0,209428.37828499576,0.53,0
MA,dec,2019,2019-12-31,massachusetts,1410,Pittsfield,394983,"Pittsfield, MA",msa,326,41.0,73.0,29.0,223333.0,115047.92778422462,0.53,0
IL,dec,2019,2019-12-31,illinois,2025,Rochelle,395029,"Rochelle, IL",msa,594,36.0,54.0,22.0,134605.0,135161.86391835613,0.53,0
WA,dec,2019,2019-12-31,washington,4441,Spokane,395113,"Spokane, WA",msa,100,35.0,26.0,69.0,252826.0,283494.2426792756,0.53,0
OH,dec,2019,2019-12-31,ohio,1384,Toledo,395160,"Toledo, OH",msa,93,34.0,26.0,36.0,121804.0,71232.10849311567,0.53,0
KS,dec,2019,2019-12-31,kansas,497,Wichita,395224,"Wichita, KS",msa,94,33.0,23.0,40.0,166498.0,89587.44019350526,0.53,0
AL,jan,2020,2020-01-31,alabama,1548,Birmingham,394388,"Birmingham, AL",msa,51,32.0,24.0,55.0,181053.0,40781.68269371348,0.22,0
CO,jan,2020,2020-01-31,colorado,3242,Boulder,394405,"Boulder, CO",msa,156,35.0,38.0,69.0,516211.0,854520.5796101162,0.22,0
TN,jan,2020,2020-01-31,tennessee,3560,Chattanooga,394460,"Chattanooga, TN",msa,102,32.0,34.0,53.0,189699.0,172594.88003908284,0.22,0
CO,jan,2020,2020-01-31,colorado,3242,Denver,394530,"Denver, CO",msa,19,32.0,22.0,74.0,411442.0,450127.5535181537,0.22,0
NC,jan,2020,2020-01-31,north carolina,5553,Fayetteville,394589,"Fayetteville, NC",msa,109,38.0,27.0,59.0,152003.0,122853.94914144975,0.22,0
MO,jan,2020,2020-01-31,missouri,1371,Kansas City,394735,"Kansas City, MO",msa,31,34.0,25.0,63.0,205928.0,154443.6828373654,0.22,0
FL,jan,2020,2020-01-31,florida,14395,Lakeland,394766,"Lakeland, FL",msa,82,34.0,28.0,55.0,189462.0,144463.4804974603,0.22,0
CT,jan,2020,2020-01-31,connecticut,278,New Haven,394908,"New Haven, CT",msa,68,47.0,43.0,55.0,213648.0,165741.33461214585,0.22,0
PA,jan,2020,2020-01-31,pennsylvania,2208,Philadelphia,394974,"Philadelphia, PA",msa,7,41.0,38.0,61.0,233956.0,210829.09870541803,0.22,0
PA,jan,2020,2020-01-31,pennsylvania,2208,Reading,395015,"Reading, PA",msa,128,42.0,27.0,61.0,165115.0,209969.24959709292,0.22,0
MN,jan,2020,2020-01-31,minnesota,1577,Rochester,395030,"Rochester, MN",msa,207,31.0,48.0,55.0,222318.0,228080.15627803505,0.22,0
IL,jan,2020,2020-01-31,illinois,1142,Springfield,395114,"Springfield, IL",msa,220,37.0,68.0,44.0,129133.0,85030.85411317629,0.22,0
CA,jan,2020,2020-01-31,california,8673,Vallejo,395183,"Vallejo, CA",msa,123,31.0,27.0,78.0,436687.0,416528.1923053198,0.22,0
NY,mar,2020,2020-03-31,new york,1949,Albany,394308,"Albany, NY",msa,64,53.0,37.0,95.0,196628.0,197817.21583771275,0.16,0
